,account_id,product_id,MAG,AG,date_id,promo_flag,promo_discount_perc,base_demand,ordered_units,0
113,1,3720,E15,3157,1522,0,0.0,0.0,,17.9832
114,1,3734,E15,3157,1501,0,0.0,0.0,,23.607426
115,1,3734,E15,3157,1508,0,0.0,0.0,,23.607426
116,1,3734,E15,3157,1515,0,0.0,0.0,,23.607426
117,1,3734,E15,3157,1522,0,0.0,0.0,,23.607426
118,1,3739,E15,3157,1501,0,0.0,0.0,,5.9134927
119,1,3739,E15,3157,1508,0,0.0,0.0,,5.9134927
120,1,3739,E15,3157,1515,0,0.0,0.0,,5.9134927
121,1,3741,E15,3157,1501,0,0.0,0.0,,5.9134927
122,1,3741,E15,3157,1508,0,0.0,0.0,,5.9134927
123,1,3741,E15,3157,1515,0,0.0,0.0,,5.9134927
124,1,3765,M41,8194,1501,0,0.0,1775.0,,1794.94
125,1,3765,M41,8194,1508,0,0.0,2872.0,,2956.5657
126,1,3765,M41,8194,1515,0,0.0,3457.0,,3680.3718
127,1,3765,M41,8194,1522,0,0.0,230.0,,310.95023
128,1,3788,M41,7366,1501,0,1.93e-06,2.5659397719999997,,7.761458
129,1,3788,M41,7366,1508,0,1.93e-06,0.0,,7.761458
130,1,3788,M41,7366,1515,0,1.93e-06,0.0,,7.761458
131,1,3789,M41,7366,1501,0,0.0,12.0,,78.55604
132,1,3789,M41,7366,1508,0,0.0,7.0,,78.55604
133,1,3789,M41,7366,1515,0,0.0,153.0,,213.16953
134,1,3789,M41,7366,1522,0,0.0,3.0,,70.57665
135,1,3813,M41,8193,1501,1,51.12004893,20.76709241,,634.13556
136,1,3813,M41,8193,1508,0,0.0,19.0,,20.269997
137,1,3813,M41,8193,1515,0,0.0,23.0,,20.269997
138,1,3813,M41,8193,1522,0,0.0,22.01976285,,20.269997
139,1,3842,E15,3155,1501,0,0.0,0.0,,-0.30108273
140,1,3842,E15,3155,1508,0,0.0,0.0,,-0.30108273
141,1,3842,E15,3155,1515,0,0.0,0.0,,-0.30108273
142,1,3879,W91,3010,1501,0,0.0,205.96130209999998,,253.99191
143,1,3879,W91,3010,1508,0,0.0,153.0,,139.27711
144,1,3879,W91,3010,1515,0,0.0,152.0,,139.27711
145,1,3879,W91,3010,1522,0,0.0,153.693148,,139.27711
146,1,3893,W91,3010,1501,0,0.0,14.0,,56.392624
147,1,3893,W91,3010,1508,0,0.0,0.0,,11.3342905
148,1,3893,W91,3010,1515,0,0.0,280.0,,303.13452
149,1,3893,W91,3010,1522,0,0.0,0.0,,11.3342905
150,1,3903,W91,3010,1501,0,0.0,0.0,,-3.023485
151,1,3903,W91,3010,1508,0,0.0,0.0,,-3.023485
152,1,3903,W91,3010,1515,0,0.0,0.0,,-3.023485
153,1,3922,E01,8189,1501,0,0.0,117.0,,72.89339
154,1,3922,E01,8189,1508,0,0.0,91.87694654,,72.89339
155,1,3922,E01,8189,1515,0,0.0,62.42286569,,72.89339
156,1,3924,E01,8189,1501,1,18.79355474,112.7256358,,171.67032
157,1,3924,E01,8189,1508,0,0.0,120.0,,116.013214
158,1,3924,E01,8189,1515,0,0.0,136.0,,150.87314
159,1,3924,E01,8189,1522,0,0.0,137.28638869999997,,150.87314
160,1,3930,E01,8189,1501,0,0.0,36.0,,37.394264
161,1,3930,E01,8189,1508,0,0.0,25.0,,7.678299
162,1,3930,E01,8189,1522,0,0.0,65.0,,89.10796
163,1,3962,E01,7456,1501,0,0.649715137,162.0,,143.42943
164,1,3962,E01,7456,1508,0,1.644006667,111.0,,90.245575
165,1,3962,E01,7456,1515,0,2.9507797019999997,138.0,,152.01076
166,1,3962,E01,7456,1522,0,1.545837696,63.0,,90.245575
167,1,3969,E01,8958,1501,0,2.1e-06,3.0,,-0.30108273
168,1,3969,E01,8958,1508,0,2.1e-06,3.0,,-0.30108273
169,1,3969,E01,8958,1515,0,2.1e-06,0.0,,-0.30108273
170,1,3969,E01,8958,1522,0,0.0,2.0,,-0.30108273
171,1,3978,E01,8958,1515,0,0.0,0.0,,-0.30108273
172,1,3978,E01,8958,1522,0,0.0,0.0,,-0.30108273
173,1,3988,E01,638,1501,0,0.0,4.0,,-0.30108273
174,1,3988,E01,638,1508,0,0.0,6.0,,7.678299
175,1,3988,E01,638,1515,0,0.0,3.0,,-0.30108273
176,1,3988,E01,638,1522,0,0.0,2.0,,-0.30108273
177,1,3993,E01,5100,1501,0,0.0,3.0,,-0.30108273
178,1,3993,E01,5100,1508,0,0.0,3.0,,-0.30108273
179,1,3993,E01,5100,1515,0,0.0,3.0,,-0.30108273
180,1,3993,E01,5100,1522,0,0.0,3.0,,-0.30108273
181,1,3996,E01,5100,1501,0,0.0,3.0,,-0.30108273
182,1,3996,E01,5100,1508,0,0.0,4.0608914,,-0.30108273
183,1,3996,E01,5100,1515,0,0.0,4.752667922,,8.649746
184,1,3996,E01,5100,1522,0,0.0,5.0,,7.678299
185,1,3999,E01,638,1501,0,0.0,0.0,,-0.30108273
186,1,3999,E01,638,1508,0,0.0,0.0,,-0.30108273
187,1,3999,E01,638,1515,0,0.0,0.0,,-0.30108273
188,1,4007,E01,620,1501,0,1.0079012729999999,103.0,,89.10796
189,1,4007,E01,620,1508,0,1.327607172,112.0,,89.10796
190,1,4007,E01,620,1515,0,1.3632752430000001,116.0,,89.10796
191,1,4007,E01,620,1522,0,1.3559449280000002,42.0,,37.394264
192,1,4008,E01,620,1501,0,0.018316065,167.0,,146.02115
193,1,4008,E01,620,1508,0,0.018316377,175.0,,172.94734
194,1,4008,E01,620,1515,0,0.018319066000000002,213.0,,255.54953
195,1,4008,E01,620,1522,0,0.018316377,100.0,,92.8373
196,1,4010,E01,620,1501,1,18.1677629,32.0,,32.983334
197,1,4010,E01,620,1508,1,18.1677629,32.0,,32.983334
198,1,4010,E01,620,1515,1,18.1677629,32.0,,32.983334
199,1,4010,E01,620,1522,1,18.1677629,32.0,,32.983334
200,1,4012,E01,620,1515,0,0.0,47.0,,37.394264
201,1,4012,E01,620,1522,0,0.0,87.0,,89.10796
202,1,4023,E01,620,1501,1,26.45774418,1.0,,10.80473
203,1,4023,E01,620,1508,1,26.45774418,1.0,,10.80473
204,1,4023,E01,620,1515,1,26.45774418,1.0,,10.80473
205,1,4023,E01,620,1522,1,26.45774418,1.0,,10.80473
206,1,4024,E01,620,1501,0,0.0,63.0,,84.55969
207,1,4024,E01,620,1508,0,0.0,63.0,,84.55969
208,1,4024,E01,620,1515,0,0.0,63.0,,84.55969
209,1,4024,E01,620,1522,1,39.99333305,63.0,,439.19208
210,1,9,E01,638,1501,0,0.0,0.0,,-0.30108273
211,1,9,E01,638,1508,0,0.0,0.0,,-0.30108273
212,1,9,E01,638,1515,0,0.0,0.0,,-0.30108273
213,1,9,E01,638,1522,0,0.0,0.0,,-0.30108273
214,1,11,E01,638,1501,0,0.0,0.0,,-0.30108273
215,1,11,E01,638,1508,0,0.0,0.0,,-0.30108273
216,1,11,E01,638,1515,0,0.0,0.0,,-0.30108273
217,1,28,E01,620,1501,0,0.0,0.0,,-0.30108273
218,1,28,E01,620,1508,0,0.0,0.0,,-0.30108273
219,1,28,E01,620,1515,0,0.0,0.0,,-0.30108273
220,1,40,E01,620,1501,0,0.0,0.0,,-0.30108273
221,1,40,E01,620,1508,0,0.0,0.0,,-0.30108273
222,1,40,E01,620,1515,0,0.0,0.0,,-0.30108273
223,1,51,E01,8190,1501,0,0.0,0.0,,-0.30108273
224,1,51,E01,8190,1508,0,0.0,0.0,,-0.30108273
225,1,51,E01,8190,1515,0,0.0,0.0,,-0.30108273
226,1,4900,W91,3010,1501,0,0.0,8.0,,4.955898
227,1,4900,W91,3010,1508,0,0.0,0.0,,-3.023485
228,1,4900,W91,3010,1515,0,0.0,1.0,,-3.023485
229,1,4900,W91,3010,1522,0,0.0,0.0,,-3.023485
230,1,4903,W91,3010,1501,1,34.22031581,0.0,,45.90707
231,1,4903,W91,3010,1508,1,34.28819983,0.0,,45.90707
232,1,4903,W91,3010,1515,1,34.32341822,0.0,,45.90707
233,1,4903,W91,3010,1522,1,34.22031648,0.0,,45.90707
234,1,4907,W91,3010,1501,0,0.0,0.048411099000000006,,-3.023485
235,1,4907,W91,3010,1508,0,0.0,0.0,,-3.023485
236,1,4907,W91,3010,1515,0,0.0,0.0,,-3.023485
237,1,4907,W91,3010,1522,0,0.0,0.0,,-3.023485
238,1,5025,E01,620,1501,0,0.0,39.17521951,,37.394264
239,1,5025,E01,620,1508,0,0.0,27.21014634,,15.472332
240,1,5025,E01,620,1515,0,0.0,19.03004878,,7.678299
241,1,5025,E01,620,1522,0,0.0,16.0,,7.678299
242,1,5032,E01,8189,1501,0,0.0,0.0,,-6.750177
243,1,5032,E01,8189,1508,0,0.0,0.0,,-6.750177
244,1,5032,E01,8189,1515,0,0.0,0.0,,-6.750177
245,1,5032,E01,8189,1522,0,0.0,0.0,,-6.750177
246,1,5067,E01,5100,1501,0,0.0,0.0,,-0.30108273
247,1,5067,E01,5100,1508,0,0.0,0.0,,-0.30108273
248,1,5067,E01,5100,1515,0,0.0,0.0,,-0.30108273
249,1,144,E01,3580,1501,0,0.0,0.0,,-0.30108273
250,1,144,E01,3580,1508,0,0.0,0.0,,-0.30108273
251,1,144,E01,3580,1515,0,0.0,0.0,,-0.30108273
252,1,145,E01,8189,1501,0,0.0,62.0,,89.10796
253,1,145,E01,8189,1508,0,0.0,41.0,,37.394264
254,1,145,E01,8189,1515,0,0.0,44.0,,37.394264
255,1,145,E01,8189,1522,0,0.0,18.0,,7.678299
256,1,149,E01,7160,1501,0,0.0,270.0,,282.924
257,1,149,E01,7160,1508,0,0.0,233.0,,257.0066
258,1,149,E01,7160,1515,0,0.0,248.0,,264.61243
259,1,149,E01,7160,1522,0,0.0,77.0,,89.10796
260,1,167,E01,7160,1501,0,0.0,0.0,,-0.30108273
261,1,167,E01,7160,1508,0,0.0,0.0,,-0.30108273
262,1,167,E01,7160,1515,0,0.0,0.0,,-0.30108273
263,1,185,I26,7160,1501,0,0.0,0.0,,-0.30108273
264,1,185,I26,7160,1508,0,0.0,0.0,,-0.30108273
265,1,185,I26,7160,1515,0,0.0,0.0,,-0.30108273
266,1,213,W91,3568,1501,0,0.0,788.0,,742.7906
267,1,213,W91,3568,1508,0,0.0,716.0,,704.8853
268,1,213,W91,3568,1515,0,0.0,834.0,,852.12085
269,1,213,W91,3568,1522,0,0.0,1096.0,,1068.936
270,1,218,E15,3149,1501,0,0.0,0.0,,-0.30108273
271,1,218,E15,3149,1508,0,0.0,0.0,,-0.30108273
272,1,218,E15,3149,1515,0,0.0,0.0,,-0.30108273
273,1,224,E15,3149,1501,0,0.0,450.0,,413.51538
274,1,224,E15,3149,1508,0,0.0,338.25,,360.46313
275,1,224,E15,3149,1515,0,0.0,226.5,,257.0066
276,1,224,E15,3149,1522,0,0.0,114.75,,89.10796
277,1,237,E15,3149,1501,0,0.0,360.0,,360.46313
278,1,237,E15,3149,1508,0,0.0,572.0,,551.8892
279,1,237,E15,3149,1515,0,0.0,985.0,,1088.4515
280,1,237,E15,3149,1522,0,0.0,1534.3584,,1534.0575
281,1,240,E15,3149,1501,0,2.7398146210000003,577.0,,551.8892
282,1,240,E15,3149,1508,0,3.7805596980000002,734.0,,1559.0527
283,1,240,E15,3149,1515,0,5.16471781,710.1296296,,712.1724
284,1,240,E15,3149,1522,0,5.093648009,600.4814815000001,,628.59894
285,1,282,E15,3155,1501,0,0.0,10.0,,7.678299
286,1,282,E15,3155,1508,0,0.0,16.0,,7.678299
287,1,282,E15,3155,1515,0,0.0,13.0,,7.678299
288,1,282,E15,3155,1522,0,0.0,5.0,,7.678299
289,1,286,E15,3155,1501,0,0.0,644.8549531,,874.7261
290,1,286,E15,3155,1508,0,0.0,623.0,,718.81683
291,1,286,E15,3155,1515,0,0.0,612.0,,808.18604
292,1,286,E15,3155,1522,0,0.0,618.176326,,659.802
293,1,288,E15,3155,1501,0,0.0,0.0,,-0.30108273
294,1,288,E15,3155,1508,0,0.0,0.0,,-0.30108273
295,1,288,E15,3155,1515,0,0.0,0.0,,-0.30108273
296,1,289,E15,3155,1501,0,0.0,4.0,,-0.30108273
297,1,289,E15,3155,1508,0,0.0,7.0,,7.678299
298,1,289,E15,3155,1515,0,0.0,7.0,,7.678299
299,1,289,E15,3155,1522,0,0.0,7.0,,7.678299
300,1,290,E15,3155,1501,0,0.0,548.0,,580.60065
301,1,290,E15,3155,1508,0,0.0,557.0,,580.60065
302,1,290,E15,3155,1515,0,0.0,569.0,,580.60065
303,1,290,E15,3155,1522,0,0.0,583.5714286,,580.60065
304,1,292,E15,3155,1501,0,0.0,0.0,,-0.30108273
305,1,292,E15,3155,1508,0,0.0,0.0,,-0.30108273
306,1,292,E15,3155,1515,0,0.0,0.0,,-0.30108273
307,1,292,E15,3155,1522,0,0.0,0.0,,-0.30108273
308,1,296,E15,3155,1501,0,0.0,0.0,,-0.30108273
309,1,296,E15,3155,1508,0,0.0,0.0,,-0.30108273
310,1,296,E15,3155,1515,0,0.0,0.0,,-0.30108273
311,1,316,E15,3160,1501,0,0.0,0.0,,-0.30108273
312,1,316,E15,3160,1508,0,0.0,0.0,,-0.30108273
313,1,316,E15,3160,1515,0,0.0,0.0,,-0.30108273
314,1,609,E15,3371,1501,0,0.0,186.0,,257.0066
315,1,609,E15,3371,1508,0,0.0,169.0,,142.29181
316,1,609,E15,3371,1515,0,0.0,169.0,,142.29181
317,1,609,E15,3371,1522,0,0.0,169.0,,142.29181
318,1,1640,E15,3160,1501,0,0.0,113.0,,89.10796
319,1,1640,E15,3160,1508,0,6.25e-06,85.0,,89.10796
320,1,1640,E15,3160,1515,0,7.22e-06,118.0,,89.10796
321,1,1640,E15,3160,1522,0,3.69e-06,77.0,,89.10796
322,1,1948,W91,3079,1501,0,0.0,513.0,,493.26392
323,1,1948,W91,3079,1508,0,0.0,434.0,,426.0923
324,1,1948,W91,3079,1515,0,0.0,545.0,,545.7396
325,1,1948,W91,3079,1522,0,0.0,330.0,,318.5534
326,1,1964,W91,3010,1501,0,0.0,0.0,,-3.023485
327,1,1964,W91,3010,1508,0,0.0,0.0,,-3.023485
328,1,1964,W91,3010,1515,0,0.0,0.0,,-3.023485
329,1,1973,W91,3010,1501,1,15.56874772,50.06772704,,154.47533
330,1,1973,W91,3010,1508,0,0.0,79.0,,121.27502
331,1,1973,W91,3010,1515,0,0.0,615.0,,587.4289
332,1,1973,W91,3010,1522,0,0.0,183.0,,236.92397
333,1,3234,W91,3079,1515,0,0.0,704.0,,672.7538
334,1,3234,W91,3079,1522,0,0.0,1056.0,,1089.899
335,1,3240,E15,3157,1501,0,0.0,7255.0,,7117.392
336,1,3240,E15,3157,1508,0,0.0,7280.0,,7117.392
337,1,3240,E15,3157,1515,0,0.0,8415.0,,7431.353
338,1,3240,E15,3157,1522,0,0.0,9597.844828,,7742.776
339,1,3244,E15,3157,1501,0,0.0,934.0,,1178.132
340,1,3244,E15,3157,1508,0,0.0,882.0,,1167.1687
341,1,3244,E15,3157,1515,0,0.0,1182.0,,953.32623
342,1,3244,E15,3157,1522,0,0.0,436.0,,365.60904
343,1,3245,E15,3157,1501,0,4e-06,55.0,,82.09046
344,1,3245,E15,3157,1508,0,5.8e-06,55.0,,82.09046
345,1,3245,E15,3157,1515,0,0.0,55.0,,82.09046
346,1,3245,E15,3157,1522,1,20.11818117,55.0,,526.98724
347,1,3257,E15,3371,1501,1,42.41206011,6.0,,28.652855
348,1,3257,E15,3371,1508,1,42.41206011,6.0,,28.652855
349,1,3257,E15,3371,1515,1,42.41206011,6.0,,28.652855
350,1,3257,E15,3371,1522,1,42.41206011,6.0,,28.652855
351,1,3266,E15,3371,1501,0,0.0,0.0,,-0.30108273
352,1,3266,E15,3371,1508,0,0.0,0.0,,-0.30108273
353,1,3266,E15,3371,1515,0,0.0,0.0,,-0.30108273
354,1,3267,E15,3371,1501,0,0.0,0.0,,-0.30108273
355,1,3267,E15,3371,1508,0,0.0,0.0,,-0.30108273
356,1,3267,E15,3371,1515,0,0.0,0.0,,-0.30108273
357,1,3278,E15,3371,1501,0,0.0,1402.0,,1327.4171
358,1,3278,E15,3371,1508,0,0.0,839.0,,863.1221
359,1,3278,E15,3371,1515,0,0.0,1320.0,,1288.2643
360,1,3278,E15,3371,1522,0,0.0,992.0,,1049.8945
361,1,3673,I36,3590,1501,0,0.0,317.0,,324.22458
362,1,3673,I36,3590,1508,0,0.0,302.0,,289.8717
363,1,3673,I36,3590,1515,0,0.0,330.0,,324.22458
364,1,3673,I36,3590,1522,0,0.0,213.0,,457.52744
365,1,3681,E01,8189,1501,0,0.0,0.0,,-0.30108273
366,1,3681,E01,8189,1508,0,0.0,0.0,,-0.30108273
367,1,3681,E01,8189,1515,0,0.0,0.0,,-0.30108273
368,1,3681,E01,8189,1522,0,0.0,0.0,,-0.30108273
369,1,3691,E01,8189,1501,0,0.0,0.0,,-0.30108273
370,1,3691,E01,8189,1508,0,0.0,0.0,,-0.30108273
371,1,3691,E01,8189,1515,0,0.0,0.0,,-0.30108273
372,1,3714,E15,3160,1501,0,0.0,0.0,,-0.30108273
373,1,3714,E15,3160,1508,0,0.0,0.0,,-0.30108273
374,1,3714,E15,3160,1515,0,0.0,0.0,,-0.30108273
375,1,3740,E15,3157,1501,0,0.0,0.0,,5.9134927
376,1,3740,E15,3157,1508,0,0.0,0.0,,5.9134927
377,1,3740,E15,3157,1515,0,0.0,0.0,,5.9134927
378,1,3745,E15,3157,1501,0,0.0,0.0,,5.9134927
379,1,3745,E15,3157,1508,0,0.0,0.0,,5.9134927
380,1,3745,E15,3157,1515,0,0.0,0.0,,5.9134927
381,1,3745,E15,3157,1522,0,0.0,0.0,,5.9134927
382,1,3764,M41,8194,1501,0,0.0,684.0,,721.2256
383,1,3764,M41,8194,1508,0,0.0,540.0,,560.9424
384,1,3764,M41,8194,1515,0,0.0,780.0,,759.13086
385,1,3764,M41,8194,1522,0,0.0,1308.0,,1318.2844
386,1,3766,M41,8194,1501,0,0.0,950.0,,971.26843
387,1,3766,M41,8194,1508,0,0.0,857.0,,908.8428
388,1,3766,M41,8194,1515,0,0.0,1334.0,,1397.3599
389,1,3766,M41,8194,1522,0,0.0,1997.0,,1895.1241
390,1,3768,M41,7366,1501,0,0.0,441.0,,422.56848
391,1,3768,M41,7366,1508,0,0.0,259.0,,273.66553
392,1,3768,M41,7366,1515,0,0.0,406.58441560000006,,422.56848
393,1,3768,M41,7366,1522,0,0.0,1924.12987,,1491.1061
394,1,3794,M41,8871,1501,0,0.0,1704.0,,1615.8597
395,1,3794,M41,8871,1508,0,0.0,1592.0,,1511.9406
396,1,3794,M41,8871,1515,0,0.0,2055.0,,2398.1733
397,1,3794,M41,8871,1522,0,0.0,2742.0,,2872.4102
398,1,3802,M41,8871,1501,0,0.0,0.0,,7.761458
399,1,3802,M41,8871,1508,0,0.0,0.0,,7.761458
400,1,3802,M41,8871,1515,0,0.0,0.0,,7.761458
401,1,3808,M41,8873,1501,0,0.0,323.0,,326.33
402,1,3808,M41,8873,1508,0,0.0,284.0,,291.9771
403,1,3808,M41,8873,1515,0,0.0,321.0,,326.33
404,1,3808,M41,8873,1522,0,0.0,436.0,,422.56848
405,1,3809,M41,8873,1501,0,0.0,220.0,,266.0597
406,1,3809,M41,8873,1508,0,0.0,191.0,,266.0597
407,1,3809,M41,8873,1515,0,0.0,227.0,,266.0597
408,1,3809,M41,8873,1522,0,0.0,321.0,,326.33
409,1,3827,E15,3155,1501,0,0.0,0.0,,-0.30108273
410,1,3827,E15,3155,1508,0,0.0,0.0,,-0.30108273
411,1,3827,E15,3155,1515,0,9.44378004,2.0,,10.833656
412,1,3833,E15,3155,1501,0,0.0,0.0,,-0.30108273
413,1,3833,E15,3155,1508,0,0.0,0.0,,-0.30108273
414,1,3833,E15,3155,1515,0,0.0,0.0,,-0.30108273
415,1,3833,E15,3155,1522,0,0.0,0.0,,-0.30108273
416,1,3835,E15,3155,1501,0,0.0,0.0,,-0.30108273
417,1,3835,E15,3155,1508,0,0.0,0.0,,-0.30108273
418,1,3835,E15,3155,1515,0,0.0,0.0,,-0.30108273
419,1,3838,E15,3155,1501,0,0.0,1184.0,,1211.0299
420,1,3838,E15,3155,1508,0,0.0,995.0,,1054.0587
